id,fingerprint,brand_name,product_name,quantity,category
10367,"godrej protekt|disinfectant spray air surface sanitizer aqua fragrance|240ml",godrej protekt,disinfectant spray air surface sanitizer aqua fragrance,240ml,Cleaning & Household
10368,"godrej protekt|disinfectant spray air surface sanitizer kills 99 9 germs bacteria alcohol based aqua fragrance|240ml",godrej protekt,disinfectant spray air surface sanitizer kills 99 9 germs bacteria alcohol based aqua fragrance,240ml,Cleaning & Household
10369,"bb home|disinfectant floor surface cleaner floral kills 99 9 germs|500ml",bb home,disinfectant floor surface cleaner floral kills 99 9 germs,500ml,Cleaning & Household
10370,"senu|surface disinfectant cleaner floral|975ml",senu,surface disinfectant cleaner floral,975ml,Cleaning & Household
10371,"bb home|disinfectant floor surface cleaner neem kills 99 9 germs|500ml",bb home,disinfectant floor surface cleaner neem kills 99 9 germs,500ml,Cleaning & Household
10372,"bb home|disinfectant floor surface cleaner pine kills 99 9 germs|500ml",bb home,disinfectant floor surface cleaner pine kills 99 9 germs,500ml,Cleaning & Household
10373,"bb home|disinfectant floor surface cleaner citrus kills 99 9 germs|500ml",bb home,disinfectant floor surface cleaner citrus kills 99 9 germs,500ml,Cleaning & Household
10374,"bb home|disinfectant floor surface cleaner liquid neem|500ml",bb home,disinfectant floor surface cleaner liquid neem,500ml,Cleaning & Household
10375,"bb home|disinfectant floor surface cleaner liquid pine|1000ml",bb home,disinfectant floor surface cleaner liquid pine,1000ml,Cleaning & Household
10376,"maxkleen|disinfectant surface sanitizer|125ml",maxkleen,disinfectant surface sanitizer,125ml,Cleaning & Household
10377,"tri-activ|disinfectant spray multi surfaces alcohol based|230ml",tri-activ,disinfectant spray multi surfaces alcohol based,230ml,Cleaning & Household
10378,"lizol|double concentrate disinfectant floor cleaner liquid citrus|1900ml",lizol,double concentrate disinfectant floor cleaner liquid citrus,1900ml,Cleaning & Household
10379,"lizol|double concentrate disinfectant floor cleaner liquid citrus|900ml",lizol,double concentrate disinfectant floor cleaner liquid citrus,900ml,Cleaning & Household
10380,"godrej protekt|disinfectant surface wipes kills 99 9 germs bacteria kitchen home travel alcohol base|30pc",godrej protekt,disinfectant surface wipes kills 99 9 germs bacteria kitchen home travel alcohol base,30pc,Cleaning & Household
10381,"maxkleen|disinfectant surface sanitizer|500ml",maxkleen,disinfectant surface sanitizer,500ml,Cleaning & Household
10382,"sun|sun dishwash gel|1800ml",sun,sun dishwash gel,1800ml,
10383,"giffy|giffy dishwash gel active salt lemon|2000ml",giffy,giffy dishwash gel active salt lemon,2000ml,
10384,"reflect|reflect concentrated dishwash gel|200ml",reflect,reflect concentrated dishwash gel,200ml,
10385,"reflect|reflect dishwash concentrated gel|500ml",reflect,reflect dishwash concentrated gel,500ml,
10386,"vim|vim dishwash liquid gel lemon|500ml",vim,vim dishwash liquid gel lemon,500ml,
10387,"vim|vim dishwash liquid gel lemon|2000ml",vim,vim dishwash liquid gel lemon,2000ml,
10388,"savemore|savemore lemon dishwash gel|2000ml",savemore,savemore lemon dishwash gel,2000ml,
10389,"savemore|savemore lemon dishwash gel 500 ml|500ml",savemore,savemore lemon dishwash gel 500 ml,500ml,
10390,"vim|vim lemon dishwash gel 900 ml|900ml",vim,vim lemon dishwash gel 900 ml,900ml,
10391,"pril|pril dishwash gel lime|2000ml",pril,pril dishwash gel lime,2000ml,
10392,"pril|pril greese fighter dishwash gel lime|850ml",pril,pril greese fighter dishwash gel lime,850ml,
10393,"koparo clean|koparo clean natural tough grease removal dishwash gel|2000ml",koparo clean,koparo clean natural tough grease removal dishwash gel,2000ml,
10394,"beco|beco natural dishwash gel refill|2000ml",beco,beco natural dishwash gel refill,2000ml,
10395,"savemore|savemore lemon dishwash gel buy 1 get 1 free|750ml",savemore,savemore lemon dishwash gel buy 1 get 1 free,750ml,
10396,"pitambari|pitambari rooperi silver metal dishwash gel|50ml",pitambari,pitambari rooperi silver metal dishwash gel,50ml,
10397,"vim|vim shudhham metal cleansing gel pooja items|100ml",vim,vim shudhham metal cleansing gel pooja items,100ml,
10398,"koparo clean|koparo clean natural tough grease removal dishwash gel|750ml",koparo clean,koparo clean natural tough grease removal dishwash gel,750ml,
10399,"savemore|savemore dishwash gel lime|500ml",savemore,savemore dishwash gel lime,500ml,
10400,"savemore|savemore lime dishwash gel|750ml",savemore,savemore lime dishwash gel,750ml,
10401,"vim|vim proclean dishwash gel tangerine|750ml",vim,vim proclean dishwash gel tangerine,750ml,
10402,"beco|beco natural dishwash gel|750ml",beco,beco natural dishwash gel,750ml,
10403,"vim|vim anti smell dishwash gel pudina|1700ml",vim,vim anti smell dishwash gel pudina,1700ml,
10404,"vim|vim shudhham metal dishwash gel spray copper brass|450ml",vim,vim shudhham metal dishwash gel spray copper brass,450ml,
10405,"finish|finish rinse aid shine dry dishwasher gel|400ml",finish,finish rinse aid shine dry dishwasher gel,400ml,
10406,"|finish rinse aid shine dry dishwasher gel dishwasher powder 5x power actions dishwasher salt|400ml",,finish rinse aid shine dry dishwasher gel dishwasher powder 5x power actions dishwasher salt,400ml,
10407,"vim|vim lemon dishwash bar 4|200g",vim,vim lemon dishwash bar 4,200g,
10408,"vim|vim lemon tub dishwashing tub 500 g|500g",vim,vim lemon tub dishwashing tub 500 g,500g,
10409,"exo|exo anti bacterial ginger twist dishwash bar|90g",exo,exo anti bacterial ginger twist dishwash bar,90g,
10410,"vim|vim lemon dishwash bar 300 g|300g",vim,vim lemon dishwash bar 300 g,300g,
10411,"exo|exo steel scrubber|1unit",exo,exo steel scrubber,1unit,
10412,"patanjali|patanjali super dishwash bar buy 3 get 1 free|225g",patanjali,patanjali super dishwash bar buy 3 get 1 free,225g,
10413,"vim|vim anti smell pudina dishwash bar|5pcx190",vim,vim anti smell pudina dishwash bar,5pcx190,
10414,"exo|exo anti bacterial dishwashing tub ginger twist free scrubber|500g",exo,exo anti bacterial dishwashing tub ginger twist free scrubber,500g,
10415,"gala|gala super steel scrubber|1unit",gala,gala super steel scrubber,1unit,
10416,"pitambari|pitambari copper brass metal dishwash powder 200 g|200g",pitambari,pitambari copper brass metal dishwash powder 200 g,200g,
10417,"again|again lime dishwash bar|200g",again,again lime dishwash bar,200g,
10418,"exo|exo anti bacterial dishwashing tub ginger twist|700g",exo,exo anti bacterial dishwashing tub ginger twist,700g,
10419,"gala|gala utensil steel scrubber|1unit",gala,gala utensil steel scrubber,1unit,
10420,"odopic|odopic lime dishwash powder|2000g",odopic,odopic lime dishwash powder,2000g,
10421,"scotch brite|scotch brite stainless steel scrubber ball|1pc",scotch brite,scotch brite stainless steel scrubber ball,1pc,
10422,"averx|averx non scratch steel scrubber dish cloth|1pack",averx,averx non scratch steel scrubber dish cloth,1pack,
10423,"savemore|savemore lemon dishwash gel|750ml",savemore,savemore lemon dishwash gel,750ml,
10424,"exo|exo anti bacterial dishwash bar|1pack",exo,exo anti bacterial dishwash bar,1pack,
10425,"savemore|savemore stainless steel scrubber scrub pad|1pack",savemore,savemore stainless steel scrubber scrub pad,1pack,
10426,"finish|finish dishwasher powder|1000g",finish,finish dishwasher powder,1000g,
10427,"finish|finish powerball quantum all in one max dishwasher tablet|1pack",finish,finish powerball quantum all in one max dishwasher tablet,1pack,
10428,"savemore|savemore super steel scrubber|1pc",savemore,savemore super steel scrubber,1pc,
10429,"softspun|softspun microfiber mesh wire steel scrubber|1pack",softspun,softspun microfiber mesh wire steel scrubber,1pack,
10430,"savemore|savemore dishwashing tub|500g",savemore,savemore dishwashing tub,500g,
10431,"wonder fresh|wonder fresh metal dishwash powder|200g",wonder fresh,wonder fresh metal dishwash powder,200g,
10432,"arnigo|arnigo super charged dishwasher tablet|20g",arnigo,arnigo super charged dishwasher tablet,20g,
10433,"scotch brite|scotch brite sponge scrub|1pack",scotch brite,scotch brite sponge scrub,1pack,
10434,"scotch brite|scotch brite silver sparks scrub pad small|1pack",scotch brite,scotch brite silver sparks scrub pad small,1pack,
10435,"scotch brite|scotch brite sponge wipe|5units",scotch brite,scotch brite sponge wipe,5units,
10436,"scotch brite|scotch brite aloe vera coated kitchen gloves|1unit",scotch brite,scotch brite aloe vera coated kitchen gloves,1unit,
10437,"scotch brite|scotch brite silver sparks scrub pad regular|1pack",scotch brite,scotch brite silver sparks scrub pad regular,1pack,
10438,"scotch brite|scotch brite scrub pad|5units",scotch brite,scotch brite scrub pad,5units,
10439,"scotch brite|scotch brite non scratch scrub pad|1unit",scotch brite,scotch brite non scratch scrub pad,1unit,
10440,"scotch brite|scotch brite 2 in 1 bucket spin mop extra refill microfiber|1pc",scotch brite,scotch brite 2 in 1 bucket spin mop extra refill microfiber,1pc,
10441,"scotch brite|scotch brite heavy duty sponge scrub dots|2units",scotch brite,scotch brite heavy duty sponge scrub dots,2units,
10442,"scotch brite|scotch brite long handle bathroom wiper green|1unit",scotch brite,scotch brite long handle bathroom wiper green,1unit,
10443,"scotch brite|scotch brite sponge scrub|1unit",scotch brite,scotch brite sponge scrub,1unit,
10444,"scotch brite|scotch brite premium toilet brush round container plastic rubber multicolour|1pc",scotch brite,scotch brite premium toilet brush round container plastic rubber multicolour,1pc,
10445,"scotch brite|scotch brite 2 in 1 spin mop refill microfiber|1pc",scotch brite,scotch brite 2 in 1 spin mop refill microfiber,1pc,
10446,"scotch brite|scotch brite power scrub pad steel loop|1pc",scotch brite,scotch brite power scrub pad steel loop,1pc,
10447,"scotch brite|scotch brite bathroom scrubber tough cleaning|1pc",scotch brite,scotch brite bathroom scrubber tough cleaning,1pc,
10448,"scotch brite|scotch brite multipurpose microfiber cloth|1unit",scotch brite,scotch brite multipurpose microfiber cloth,1unit,
10449,"scotch brite|scotch brite premium cotton kitchen towel white|1set",scotch brite,scotch brite premium cotton kitchen towel white,1set,
10450,"scotch brite|scotch brite super strong scrub pad medium|1unit",scotch brite,scotch brite super strong scrub pad medium,1unit,
10451,"scotch brite|scotch brite cotton mop|1unit",scotch brite,scotch brite cotton mop,1unit,
10452,"scotch brite|scotch brite floor cloth pocha cotton white black|2units",scotch brite,scotch brite floor cloth pocha cotton white black,2units,
10453,"scotch brite|scotch brite 2 in 1 spin mop handle head refill microfiber|1unit",scotch brite,scotch brite 2 in 1 spin mop handle head refill microfiber,1unit,
10454,"scotch brite|scotch brite heavy duty lemon scent hand gloves|1pair",scotch brite,scotch brite heavy duty lemon scent hand gloves,1pair,
10455,"scotch brite|scotch brite kitchen sink brush refill|1unit",scotch brite,scotch brite kitchen sink brush refill,1unit,
10456,"scotch brite|scotch brite handy scrubber brush|1unit",scotch brite,scotch brite handy scrubber brush,1unit,
10457,"scotch brite|scotch brite long handle bathroom scrubber plastic green|1unit",scotch brite,scotch brite long handle bathroom scrubber plastic green,1unit,
10458,"scotch brite|scotch brite non dust broom jhadu plastic fibre|1unit",scotch brite,scotch brite non dust broom jhadu plastic fibre,1unit,
10459,"scotch brite|scotch brite telescopic floor wiper|1unit",scotch brite,scotch brite telescopic floor wiper,1unit,
10460,"scotch brite|scotch brite microfiber polishing wipe|1unit",scotch brite,scotch brite microfiber polishing wipe,1unit,
10461,"scotch brite|scotch brite hands free microfiber flat mop refill cotton|1unit",scotch brite,scotch brite hands free microfiber flat mop refill cotton,1unit,
10462,"scotch brite|scotch brite butterfly mop refill|1unit",scotch brite,scotch brite butterfly mop refill,1unit,
10463,"scotch brite|scotch brite refill 2 in 1 bucket spin mop|1pc",scotch brite,scotch brite refill 2 in 1 bucket spin mop,1pc,
10464,"scotch brite|scotch brite scrubby kitchen microfiber cloth|1pc",scotch brite,scotch brite scrubby kitchen microfiber cloth,1pc,
10465,"scotch brite|scotch brite handsfree mop compact bucket microfiber|1set",scotch brite,scotch brite handsfree mop compact bucket microfiber,1set,
10466,"scotch brite|scotch brite mop|1unit",scotch brite,scotch brite mop,1unit,
10467,"scotch brite|scotch brite refill without handle bathroom wiper green|1pc",scotch brite,scotch brite refill without handle bathroom wiper green,1pc,
10468,"scotch brite|scotch brite flat mop refill microfiber|1unit",scotch brite,scotch brite flat mop refill microfiber,1unit,
10469,"savemore|savemore 2 in 1 sponge scrub|1pack",savemore,savemore 2 in 1 sponge scrub,1pack,
10470,"gala|gala sparkle magic green scrub pad|5units",gala,gala sparkle magic green scrub pad,5units,
10471,"kloy|kloy silicone face scrubber|1pack",kloy,kloy silicone face scrubber,1pack,
10472,"gala|gala hardy floor scrubber multicolour|1unit",gala,gala hardy floor scrubber multicolour,1unit,
10473,"savemore|savemore heavy duty scrub pad|1pack",savemore,savemore heavy duty scrub pad,1pack,
10474,"godrej ezee|godrej ezee woollen liquid detergent winterwear|900g",godrej ezee,godrej ezee woollen liquid detergent winterwear,900g,
10475,"ariel|ariel power gel top load liquid detergent|4000g",ariel,ariel power gel top load liquid detergent,4000g,
10476,"godrej ezee|godrej ezee woollen liquid detergent winterwear chiffon silks|2000g",godrej ezee,godrej ezee woollen liquid detergent winterwear chiffon silks,2000g,
10477,"surf excel|surf excel matic top load liquid detergent|5000ml",surf excel,surf excel matic top load liquid detergent,5000ml,
10478,"wipro safewash|wipro safewash fresh woollen liquid detergent buy 1 get 1 free|1000g",wipro safewash,wipro safewash fresh woollen liquid detergent buy 1 get 1 free,1000g,
10479,"godrej fab|godrej fab liquid detergent refill|950ml",godrej fab,godrej fab liquid detergent refill,950ml,
10480,"surf excel|surf excel top load liquid detergent|1000ml",surf excel,surf excel top load liquid detergent,1000ml,
10481,"godrej ezee|godrej ezee woollen liquid detergent winterwear|3200g",godrej ezee,godrej ezee woollen liquid detergent winterwear,3200g,
10482,"godrej genteel|godrej genteel matic top load liquid detergent|2000g",godrej genteel,godrej genteel matic top load liquid detergent,2000g,
10483,"surf excel|surf excel front load liquid detergent|1000ml",surf excel,surf excel front load liquid detergent,1000ml,
10484,"wipro safewash|wipro safewash top load liquid detergent|2000ml",wipro safewash,wipro safewash top load liquid detergent,2000ml,
10485,"ariel|ariel lavender front load liquid detergent|900ml",ariel,ariel lavender front load liquid detergent,900ml,
10486,"ariel|ariel matic top load liquid detergent|950ml",ariel,ariel matic top load liquid detergent,950ml,
10487,"ariel|ariel power gel front load liquid detergent|2000g",ariel,ariel power gel front load liquid detergent,2000g,
10488,"ariel|ariel power front load liquid detergent|4000g",ariel,ariel power front load liquid detergent,4000g,
